book_id,title,source,indiv_a,indiv_b,neutral_a,neutral_b,now_a,now_b,cause_a,cause_b,acad_a,acad_b,narrative_a,narrative_b,prompt_version,topics,cover_url,topics_hash
"13","아버지 없는 세상의 아들들","notion","0.8","0.2","0.5","0.5","0.4","0.6","0.3","0.7","0.2","0.8","0.6","0.4","v3","#아버지의부재 #성애철학 #내면의여성 #존재론적불안 #현대인의고독","https://image.aladin.co.kr/product/38879/67/cover500/k462137206_1.jpg","89c84f3e13f04d2d6c0114439f050c58"
"14","빛의 광장의 기록","notion","0.3","0.7","0.4","0.6","0","0","0","0","0.2","0.8","0.1","0.9","v3","#촛불집회 #광장의기록 #민주주의 #시민운동 #역사적기록","https://image.aladin.co.kr/product/38790/41/cover500/k942137216_2.jpg","053b367858ea5bb8f87e6bd21b032803"
"15","슬픈 호랑이","notion","0.6","0.4","0.5","0.5","0","0","0","0","0.3","0.7","0.5","0.5","v3","#아동성폭력 #글쓰기의치유 #호랑이의슬픔 #피해자성찰 #정신적고통","https://image.aladin.co.kr/product/38886/0/cover500/8932925658_1.jpg","a8810d4d7f8f0c04ca3e63836fc7eb14"
"16","만국의 악당","notion","0.7","0.4","0.4","0.5","0.3","0.6","0.4","0.5","0.3","0.7","0.4","0.6","v3","#해적의역사 #국가와해방 #대안적사회 #탈권력 #역사적반항","https://image.aladin.co.kr/product/38931/90/cover500/896195413x_1.jpg","23a54455983e1b6387e6e795dcafe0f4"
"17","아포칼립스","notion","0.5","0.5","0.3","0.7","0.6","0.4","0.5","0.5","0.4","0.6","0.3","0.7","v3","#흑사병 #신분제 #역사적종말 #대유행 #인류의위기","https://image.aladin.co.kr/product/38941/68/cover500/k672137019_1.jpg","62948c2b2ecb8f6c7a16d8cb98dc5b65"
"18","아이들이 쉬는 숨","notion","0.6","0.4","0.5","0.5","0.4","0.6","0.3","0.7","0.2","0.8","0.3","0.7","v3","#기후위기 #아이들의건강 #환경문제 #과학과미래 #호흡기질환","https://image.aladin.co.kr/product/38880/40/cover500/8965968089_1.jpg","2fc7b7c171f973b67466ec73a14df1ee"
"19","수상할 만큼 완벽한 결혼식","notion","0.5","0.5","0.4","0.6","0.5","0.5","0.4","0.6","0.3","0.7","0.4","0.6","v3","#결혼의사회 #K웨딩 #정상성 #예비부부 #규격화된결혼","https://image.aladin.co.kr/product/38887/39/cover500/k992137404_1.jpg","52e6e7368a1a1576ff0fa071e2d882c4"
"20","늙지 않는 몸","notion","0.4","0.6","0.3","0.7","0.2","0.8","0.3","0.7","0.2","0.8","0.3","0.7","v3","#노화방지 #생명과학 #건강기술 #체내기전 #수명연구","https://image.aladin.co.kr/product/38878/58/cover500/k952137203_1.jpg","7652a85586620896db43cac502c18508"
"21","교육은 유전을 이길 수 있는가","notion","0.5","0.5","0.4","0.6","0.3","0.7","0.4","0.6","0.6","0.4","0.3","0.7","v3","#유전의시대 #교육과사회 #생물학적다양성 #뇌과학과교육 #진화론적고찰","https://image.aladin.co.kr/product/38872/86/cover500/k122137007_1.jpg","4d06527b786a769a8c262e064a873b59"
"22","욕망의 음식","notion","0.4","0.6","0.3","0.7","0.4","0.6","0.3","0.7","0.5","0.5","0.5","0.5","v3","#중세기독교 #욕망의식각 #음식의역사 #침고이는이야기 #식습치의미","https://image.aladin.co.kr/product/38873/63/cover500/k872137101_1.jpg","cbb0c1b5154f2aea2026254ef70a7665"
"23","오버씽킹","notion","0.6","0.4","0.4","0.6","0.5","0.5","0.4","0.6","0.3","0.7","0.5","0.5","v3","#오버씽킹 #인지왜곡 #비판적사고 #심리적안전 #자기조절","https://image.aladin.co.kr/product/38843/91/cover500/8901299607_1.jpg","85658793793b3b6f421d4d8742aaa394"
"24","엄마가 된 걸 후회한다고 말했다","notion","0.6","0.4","0.4","0.6","0.5","0.5","0.3","0.7","0.3","0.7","0.6","0.4","v3","#엄마의후회 #출산후조현상 #여성의삶 #가족관계 #양육의고민","https://image.aladin.co.kr/product/38851/73/cover500/8964375009_1.jpg","ccec44eac6a962c194574498dfc6a095"
"25","돈 주운 자의 최후","notion","0.5","0.5","0.4","0.6","0.4","0.6","0.4","0.6","0.3","0.7","0.4","0.6","v3","#돈의가치 #탐욕과도덕 #잃어버린소중함 #인간의본성 #나눔과공감","https://image.aladin.co.kr/product/38878/20/cover500/8949162687_1.jpg","2eb7628eb5336e88e0e5978b64e921b0"
"26","다정함의 배신","notion","0.6","0.4","0.4","0.6","0","0","0.5","0.5","0.3","0.7","0","0","v3","#다정함의배신 #착취전략 #인간관계 #사회심리학 #도덕의심리","https://image.aladin.co.kr/product/38835/16/cover500/k522137382_1.jpg","bbd1ca72c502a4d86ed1a73806e93062"
"27","매일 아침 나는 텃밭에 간다","notion","0.6","0.4","0.5","0.5","0.4","0.6","0.3","0.7","0.2","0.8","0.5","0.5","v3","#텃밭과일상 #농촌생활 #자연과의연결 #정체성탐구 #일상의의미","https://image.aladin.co.kr/product/38802/82/cover500/k042137889_3.jpg","1066d45dfe147ac2a875dc44bff7cf3c"
"28","F1 더 포뮬러","notion","0.5","0.5","0.3","0.7","0.2","0.8","0.1","0.9","0.1","0.9","0.2","0.8","v3","#F1레이싱 #자동차스포츠 #경쟁전략 #기술과예술 #스포츠심리학","https://image.aladin.co.kr/product/38751/18/cover500/8925572761_3.jpg","6346da9b3721ef9aef47543aa88ccb2d"
"29","결혼 옵션 세대","notion","0.7","0.4","0.4","0.6","0.6","0.3","0.5","0.5","0.3","0.7","0","0.8","v3","#청년세대 #여성과결혼 #결혼의변화 #저출생문제 #구조적문제","https://image.aladin.co.kr/product/38835/31/cover500/k162137383_1.jpg","05d927930fee0af158ad88adc3bdbef6"
"30","과학하는 인간의 태도","notion","0.4","0.5","0.6","0.4","0","0","0","0","0.8","0.2","0","0.9","v3","#과학자들의태도 #자연과학의기원 #과학적사고방식 #인간과과학 #과학적탐구","https://image.aladin.co.kr/product/38837/1/cover500/k552137387_1.jpg","d3a14f52fa313e6df1c6ff512680f5fb"
"31","슬픔의 물리학","notion","0.6","0.3","0.5","0.5","0","0","0","0","0","0","0.8","0.2","v3","#고통과공감 #삶의회복 #가족의상실 #문학적고찰 #소설","https://image.aladin.co.kr/product/38858/61/cover500/k852137009_1.jpg","d591ea06a2c2a9f62de867d5e86b7458"
"32","여자, 기록을 가로채다","notion","0.5","0.5","0.4","0.6","0","0","0","0","0.4","0.6","0","0.8","v3","#한국사속여성 #기록의역학 #여성의삶의기록 #기생과여성 #역사속주체적여성 #역사기록","https://image.aladin.co.kr/product/38856/1/cover500/k772137900_1.jpg","5099fb190afee203ddaa193c1df591d8"
"33","나라는 사람","notion","0.7","0.3","0.5","0.5","0.4","0.6","0.3","0.7","0.2","0.8","0.4","0.6","v3","#국가와인간 #국가와정체성 #사회적고립 #개인의삶 #정체성위기","https://image.aladin.co.kr/product/38858/34/cover500/k852137008_1.jpg","01cb9b3da1c10a8123c71d7edbdd80a1"
"34","남성 판타지","notion","0.6","0.4","0.4","0.6","0.3","0.7","0.4","0.6","0.3","0.7","0.5","0.5","v3","#남성판타지 #파시즘 #심리적기원 #역사적근원 #정치적심리","https://image.aladin.co.kr/product/38850/52/cover500/k112137808_1.jpg","2d27f309aed0834f1d3b3a99adbb7575"
"35","전범선의 한국사 테라피","notion","0.5","0.5","0.3","0.7","0","0","0","0","0.5","0.5","0","0","v3","#한국사 #전쟁과정치 #역사의치유 #증오와갈등 #역사의메마림","https://image.aladin.co.kr/product/38793/34/cover500/k922137266_1.jpg","b7543eeb81dfa0d000dde042e23e788e"
"36","꽃무늬 원피스를 입은 소년","notion","0.6","0.3","0","0","0","0","0","0","0","0","0.9","0.1","v3","#소년의일상 #꽃무늬의미 #어린이문학 #감성적이야기 #평범함의예술","https://image.aladin.co.kr/product/38793/10/cover500/k622137263_1.jpg","237f6bb959e9f7a67c9ec1cd6cbe7e81"
"37","약속의 세대","notion","0.7","0.3","0.5","0.5","0","0","0","0","0.4","0.6","0","0","v3","#세대정치 #믿음의문제 #어른의예술 #회복탄력성 #자아성찰","https://image.aladin.co.kr/product/38829/70/cover500/k732137187_1.jpg","34c6c97a3a9f7168c53e9dcb42c72ebc"
"38","4·3, 아카이브로 본 역사","notion","0.4","0.6","0.5","0.5","0","0","0","0","0.7","0.3","0","0","v3","#4·3사건 #역사적기록 #아카이브의역사 #민중투쟁 #역사학연구","https://image.aladin.co.kr/product/38872/92/cover500/k522137007_1.jpg","8e568cae2b07a27be356b05c4cfbf44e"
"39","4·3, 기억의 폭풍 속으로","notion","0.4","0.6","0.5","0.5","0","0","0","0","0.6","0.4","0","0","v3","#4·3사건 #역사적기억 #민중항쟁 #전라남도 #기억과정치","https://image.aladin.co.kr/product/38873/1/cover500/k272137108_1.jpg","e73732eed0decd65c30b859476c00b18"
"40","이향인","notion","0.7","0.3","0.5","0.5","0.4","0.6","0.3","0.7","0.2","0.8","0.4","0.6","v3","#현대인의불안 #상실이후의삶 #뇌와행동 #본성과자유의지 #경계에선사람들","https://image.aladin.co.kr/product/38793/3/cover500/k292137262_1.jpg","1aa9cdf3923d4a51806f043e22d6b31e"
"41","고규홍의 나무","notion","0.5","0.5","0.4","0.6","0.6","0.4","0","0","0.5","0.5","0","0","v3","#생태시스템 #자연과공존 #역사속일상 #환경과미래 #나무","https://image.aladin.co.kr/product/38829/86/cover500/8962626993_1.jpg","62586c91b2e6f83c114f544664fe4ac4"
"42","이토록 멋진 한화이글스","notion","0.7","0.3","0.4","0.5","0.6","0.4","0.3","0.7","0.2","0.8","0.4","0.6","v3","#한화이글스 #스포츠팬덤 #팬심과정신 #야구의사회학 #꼴찌팀의힘","https://image.aladin.co.kr/product/38878/35/cover500/k822137201_1.jpg","28999aa0e5f57d5224a682e9ef56a2b7"
"43","국가는 무엇으로 싸우는가","notion","0.4","0.6","0.3","0.7","0.5","0.5","0.4","0.6","0.7","0.3","0.2","0.8","v3","#미국외교 #전쟁전략 #국가안보 #미중갈등 #국제질서","https://image.aladin.co.kr/product/38850/27/cover500/892557280x_1.jpg","afb3ba75437f003d0682919be6ad222e"
"44","자유와 평등","notion","0.5","0.5","0.4","0.6","0.3","0.7","0.4","0.6","0.3","0.7","0.2","0.8","v3","#자유와평등 #불평등의이유 #사회정책 #철학적사고 #경제적격차","https://image.aladin.co.kr/product/38857/36/cover500/k442137907_1.jpg","9df50d5908dedf3cc5d9163da171665a"
"45","대등생극론","notion","0.5","0.5","0.4","0.6","0","0","0.5","0.5","0.8","0.2","0.3","0.7","v3","#대등생극 #철학사상 #인정의문제 #균형과조화","https://image.aladin.co.kr/product/38761/70/cover500/8942399924_1.jpg","186187196f3b41901591437c4ed721c5"
"46","할매 꽃바지","notion","0.6","0.4","0.5","0.5","0","0","0","0","0.1","0.9","0.7","0.3","v3","#할머니와꽃 #어린이문학 #일상의소중함 #가족의사랑 #회상과기억","https://image.aladin.co.kr/product/38830/39/cover500/k672137280_1.jpg","5b5ce957a43aea426e1389d3bfadaba9"
"47","인류학자처럼 생각하는 법","notion","0.5","0.5","0.4","0.6","0","0","0.3","0.7","0.6","0.4","0.2","0.8","v3","#인류학적사고 #문명과야만 #전쟁이론 #동서양비교 #문화적갈등","https://image.aladin.co.kr/product/38804/84/cover500/k082137885_1.jpg","f3d1e9d69904f5746da29658506b56c7"
"48","싫으니까 싫어","notion","0.6","0.4","0.5","0.5","0","0","0","0","0.1","0.9","0.7","0.3","v3","#싫음의감정 #어린이문학 #유령과눈사람 #감정표현 #인간관계","https://image.aladin.co.kr/product/38705/92/cover500/k502136923_1.jpg","5cb500d0ed8fadae44a902c733f69eda"
"49","연민에 관하여","notion","0.7","0.3","0.4","0.6","0","0","0","0","0.5","0.5","0.3","0.7","v3","#연민의가치 #인간의마음 #법과윤리 #판사의책임 #공감의미","https://image.aladin.co.kr/product/38829/78/cover500/k152137288_1.jpg","5facf94e1fb850f6fa2aa092de5d303a"
"50","우리의 삶은 제조된다","notion","0.4","0.6","0.3","0.7","0.5","0.5","0.4","0.6","0.6","0.4","0.2","0.8","v3","#제조된삶 #공급망의역설 #위기관리 #대체망 #사회시스템","https://image.aladin.co.kr/product/38723/2/cover500/8925569698_1.jpg","2cf462702990c23b1c907552c69719aa"
"51","우리가 마지막 순간을 함께할 수 있을까","notion","0.7","0.3","0.5","0.5","0","0","0","0","0.1","0.9","0.6","0.4","v3","#사랑과관계 #성소수자 #퀴어 #돌봄과애도 #관계의다양성 #사회적안전망 #에세이","https://image.aladin.co.kr/product/38772/13/cover500/k352137060_1.jpg","6786e4b2206b6cc3bc8820a5c1d88397"
"52","무조건 항복 미술관","notion","0.5","0.5","0.4","0.6","0","0","0","0","0.7","0.3","0.3","0.7","v3","#망명자 #미술관 #시간의흐름 #인간의운명 #반체제사회","https://image.aladin.co.kr/product/38361/36/cover500/k802135362_2.jpg","395e8aa5a302871f8f873597c6f6e42b"
"53","갈림길의 일본","notion","0.7","0.4","0.4","0.5","0.5","0.3","0.4","0.6","0.3","0.7","0","0.8","v3","#다카이치현상 #재일인 #정체성 #사회변화","https://image.aladin.co.kr/product/38832/42/cover500/k522137286_1.jpg","7f9efa64ff1d4e7c1d063d0643ec4a3d"
"54","마리아 지뷜라 메리안","notion","0.4","0.5","0.5","0.4","0.3","0.6","0","0","0.6","0.4","0","0.9","v3","#생태시스템 #자연과공존 #환경과미래 #뇌와행동 #마리아지뷜라메리안","https://image.aladin.co.kr/product/38578/30/cover500/k342135159_2.jpg","d5e63623fb2b85f597027607e2863738"
"55","정전","notion","0.5","0.5","0.3","0.7","0","0","0","0","0","0","0.8","0.2","v3","#문학의세계 #인간의고독 #예술과고통","https://image.aladin.co.kr/product/38790/6/cover500/k592137268_1.jpg","e44227aa6fc98ddbac7accb1d0c98e55"
"56","엄마와 딸들의 미친년의 역사","notion","0.8","0.2","0.4","0.5","0","0","0","0","0.2","0.8","0.6","0.4","v3","#가족사 #미치심 #여성의삶 #인간관계","https://image.aladin.co.kr/product/38805/48/cover500/k532137988_2.jpg","68e993f1f2b27ffe8dd7935fb2f10df5"
"57","그건 가스라이팅이 아니다","notion","0.6","0.4","0.5","0.5","0","0","0.4","0.6","0.2","0.8","0","0","v3","#가스라이팅 #심리적조작 #관계의문제 #인간관계 #정신건강","https://image.aladin.co.kr/product/38805/27/cover500/k332137988_1.jpg","a6955047d521e921981f903bf36451cd"
"58","인생여전","notion","0.5","0.5","0.4","0.6","0","0","0.4","0.6","0.3","0.7","0","0","v3","#노동의문제 #생계와삶 #빈부격차 #사회적불평등 #일과정체","https://image.aladin.co.kr/product/38808/3/cover500/k422137981_1.jpg","4809d2abd32cf9cd0b1a91ea6e7ed034"
"59","청바지","notion","0.5","0.5","0.3","0.6","0","0","0","0","0.4","0.6","0","0.8","v3","#청바지 #산업과문화 #젠더정치 #노동의상징 #모순과저항","https://image.aladin.co.kr/product/38795/19/cover500/k162137361_1.jpg","9a9b084bc1cfabcee30ce51afb52ce99"
"60","모든 새를 보았다고 믿은 남자","notion","0.3","0.6","0.5","0.4","0","0","0","0","0.7","0.3","0","0.9","v3","#조류학 #자연탐구 #탐험가 #과학사 #생태계","https://image.aladin.co.kr/product/38788/55/cover500/k622137163_1.jpg","32309727bab986afeba2636f1ec5db5f"
"61","극우의 시대","notion","0.4","0.6","0.3","0.7","0.6","0.4","0","0","0.5","0.5","0","0.8","v3","#극우정치 #미국정치 #보수주의 #정치적극화 #공화당","https://image.aladin.co.kr/product/38810/36/cover500/k882137088_1.jpg","23702860579a6ed38c8217543fdcde3c"
"62","살면서 한번은 벽돌책","notion","0","0","0","0","0","0","0","0","0","0","0","0","v3","#벽돌책 #독서경험 #학습방법","https://image.aladin.co.kr/product/38758/23/cover500/k392137760_1.jpg","b14c48ab1a270bee06eb4ec9f242b55d"
"63","나는 커다란 나무였으나","notion","0.7","0.3","0","0","0","0","0","0","0","0","0.9","0.1","v3","#어린이문학 #요정과나무 #자연과상상력 #심리적성장 #꿈과정체","https://image.aladin.co.kr/product/38791/59/cover500/k662137261_1.jpg","1fd5337aa657624bd9ccb731808772c2"
"64","서양국제정치사상","notion","0.3","0.7","0.4","0.6","0","0","0","0","0.8","0.2","0","0.9","v3","#서양국제정치사상 #정치철학 #제국주의 #자유주의 #국제관계","https://image.aladin.co.kr/product/38802/50/cover500/k692137787_1.jpg","e3cc9a63adbb060f3c1d22cdf1e96590"
"65","세상에서 가장 예쁜 선물","notion","0.9","0.1","0","0","0","0","0","0","0","0","0.8","0.2","v3","#엄마의선물 #어린이문학 #가족의사랑 #감성그림책 #생일의기쁨","https://image.aladin.co.kr/product/38751/92/cover500/k102136044_1.jpg","e812d56aa925e60d08a3f297e03e4a36"
"66","요즘 메인세대","notion","0.5","0.5","0.4","0.6","0","0","0","0","0.3","0.7","0","0.8","v3","#MZ세대 #세대갈등 #사회변화 #세대정체성 #세대와경제","https://image.aladin.co.kr/product/38704/55/cover500/8925569825_1.jpg","7e3146c05977774cdbc4e8557f3219de"
"67","한 사람에게","notion","0.8","0.2","0.5","0.5","0.5","0.5","0.3","0.7","0.4","0.6","0.6","0.4","v3","#한사람에게 #존재의의미 #멸종위기 #애도사 #인간의고독","https://image.aladin.co.kr/product/38733/19/cover500/k392136944_1.jpg","fc8f67e0058a7006f6985871268ee7ad"
"68","마음의 주인은 언제나 나야","notion","0.9","0.1","0.6","0.4","0.7","0.3","0.3","0.7","0.4","0.6","0.2","0.8","v3","#마음의주인 #자아존중감 #감정인식 #성장과정 #자기탐구","https://image.aladin.co.kr/product/38751/6/cover500/k522136041_1.jpg","60010c98ace852a24c08d8727a7f1c03"
"69","게이트우드 할머니의 발자국","notion","0.7","0.3","0.5","0.5","0.4","0.6","0","0","0.3","0.7","0.6","0.4","v3","#애팔래치아트레일 #할머니의산책 #삶의여정 #노년의도전 #자연과의교감","https://image.aladin.co.kr/product/38750/93/cover500/k772136049_1.jpg","4c5ca3facb6c3015d5c19021ea2deeaa"
"70","삶에게 웃으며 말 거는 법","notion","0.6","0.4","0.5","0.5","0","0","0","0","0.3","0.7","0.4","0.6","v3","#삶의의미 #긍정심리 #유머와행복 #마음가짐의중요성 #철학적성찰","https://image.aladin.co.kr/product/38793/0/cover500/k252137262_1.jpg","50930395baa4af7313d37193048fcc90"
"71","환상 공화국의 카퍼레이드","notion","0.4","0.6","0.3","0.7","0","0","0","0","0.2","0.8","0","1","v3","#카퍼레이드 #공화국 #열망과과시 #역사적행위 #사회문화비판 #문화비평","https://image.aladin.co.kr/product/38535/48/cover500/k532135338_1.jpg","9ea4d82313b91b4c3a8ffb2340e95992"
"72","조선의 싱어송라이터","notion","0.5","0.5","0.4","0.6","0","0","0","0","0.3","0.7","0.1","0.9","v3","#조선시대음악 #역사속예술가 #음악과문학의만남 #민족음악의정체 #문화와예술","https://image.aladin.co.kr/product/38704/32/cover500/k912136827_1.jpg","72657f9349c04dc9641f77f7848e0bd4"
"73","뉘른베르크, 나치와 정신과 의사","notion","0.3","0.7","0.2","0.8","0","0","0","0","0.1","0.9","0","1","v3","나치즘 #정신과역사 #뉘른베르크재판 #악의학습 #파시즘의진화","https://image.aladin.co.kr/product/38788/48/cover500/k322137163_1.jpg","dc92d1a02c7be30545b15c69c047d067"
"74","랜드 파워","notion","0.4","0.6","0.3","0.7","0","0","0.5","0.5","0.7","0.3","0.2","0.8","v3","#땅의불평등 #토지개혁 #자본주의와땅 #권력과토지 #계몽주의","https://image.aladin.co.kr/product/38791/70/cover500/k902137262_1.jpg","52ab84b860e7b8749307d744424b8d43"
"75","기독교 - 이슬람 전쟁사","notion","0.2","0.8","0.1","0.9","0","0","0","0","0","1","0","1","v3","#기독교역사 #이슬람전쟁사 #종교전쟁 #서구사관 #종교전쟁사본류","https://image.aladin.co.kr/product/38715/79/cover500/k052136636_1.jpg","12f6209466a330f7d8147a014be8786b"
"76","반대편 사람 주의","notion","0.6","0.4","0.5","0.5","0","0","0","0","0.2","0.8","0.7","0.3","v3","#우울증 #인간관계 #삶의회복 #마음의고통 #소설","https://image.aladin.co.kr/product/38764/59/cover500/k022137864_1.jpg","ba7e56d1b41224be0bdb03fde3f119b4"
"77","로봇, 그리고 로봇을 사랑하는 사람들","notion","0.5","0.5","0.4","0.6","0","0","0","0","0.3","0.7","0.4","0.6","v3","#로봇과인간 #인간과AI #로봇과인간의관계 #소셜로봇 #미래사회","https://image.aladin.co.kr/product/38760/17/cover500/8932324816_1.jpg","b53ebb13d36f975a310ad7259c24aa62"
"78","밥 짓는 여자들","notion","0.5","0.5","0.4","0.6","0","0","0.3","0.7","0.2","0.8","0","0","v3","#급식노동자 #차별과사회 #여성의노동 #식량문제 #사회불평등","https://image.aladin.co.kr/product/38419/2/cover500/k322135584_2.jpg","9763d5e591de2ff9e413f9a186056836"
"79","메일맨","notion","0.6","0.4","0.5","0.5","0","0","0","0","0.2","0.8","0.5","0.5","v3","#우편배달 #산골생활 #육체노동 #새로운삶 #행복의탐구","https://image.aladin.co.kr/product/38764/65/cover500/8901299526_1.jpg","ebcad080897968ecec6e7e6dafb0c397"
"80","이도영, 한국 근대미술의 설계자","notion","0.4","0.6","0.3","0.7","0","0","0","0","0.3","0.7","0.2","0.8","v3","#한국근대미술 #이도영 #미술사 #설계자","https://image.aladin.co.kr/product/38723/56/cover500/k032136746_1.jpg","9bcd640fe8436fb7d17ad7b41302bc52"
"81","네가 찾아올 때까지","notion","0.7","0.3","0.6","0.4","0.5","0.5","0.3","0.7","0.4","0.6","0.6","0.4","v3","#네온사인 #어린이의마음 #상실과애착 #성장과탐색 #감성적교감","https://image.aladin.co.kr/product/38596/77/cover500/k602136371_1.jpg","bae97a2b90f8745ecc39d987ded1a404"
"82","젠더의 경계를 넘는 아이들","notion","0.6","0.4","0.5","0.5","0.4","0.6","0.3","0.7","0.5","0.5","0.4","0.6","v3","#젠더의경계 #아이들의발달 #성별불규칙 #다양한성정체 #젠더정의","https://image.aladin.co.kr/product/38706/74/cover500/k562136925_1.jpg","7b78ef34328ee551056df619ead5ae76"
"83","칭기스 칸에서 티무르까지","notion","0.2","0.8","0.4","0.6","0","0","0","0","0.8","0.2","0.2","0.8","v3","#몽골제국 #티무르왕조 #이슬람세계 #중세시대 #황금유령","https://image.aladin.co.kr/product/38715/52/cover500/k102136635_1.jpg","7e0da0442961160708ae69922d33e280"
"84","언제나 개나리","notion","0.5","0.5","0.5","0.5","0","0","0","0","0.3","0.7","0.6","0.4","v3","#개나리 #자연과공존 #생태시스템 #봄의상징 #어린이그림","https://image.aladin.co.kr/product/38645/94/cover500/8963196763_1.jpg","5565e9261770efa97bdc317bd2ed113c"
"85","잠과 영혼","notion","0.5","0.5","0","0","0","0","0","0","0","0","0.8","0.2","v3","#SF소설 #로봇과영혼 #복제인간 #정체성 #인공지능","https://image.aladin.co.kr/product/38751/9/cover500/k732136041_1.jpg","6d1b9951810f737b5f57ae13704314a9"
"86","괴테의 인생 강의","notion","0.7","0.3","0.4","0.6","0","0","0","0","0.6","0.4","0.5","0.5","v3","#인생의철학 #번아웃 #자기성찰 #로마와인생","https://image.aladin.co.kr/product/38554/45/cover500/k482135854_2.jpg","e286c8b9bcf2de863648878859248386"
"87","로저 프라이","notion","0.3","0.7","0.4","0.6","0","0","0","0","0.8","0.2","0.2","0.8","v3","#로저프라이 #세잔마티스 #현대미술이론 #미술비평 #예술가의시선","https://image.aladin.co.kr/product/38457/45/cover500/k232135714_2.jpg","fb6740e95a2acb6f1cccd7b257c79b59"
"88","고백 보험을 해지합니다","notion","0.5","0.5","0.3","0.7","0","0","0","0","0.4","0.6","0.7","0.3","v3","#인공지능 #청소년 #고백보험 #기술과인간 #청소년소설 #SF소설 #문학","https://image.aladin.co.kr/product/38699/6/cover500/k972136822_1.jpg","71b79d4318cd287fdf9d5b07ab8518d6"
