book_id,title,source,has_novel_tag,is_childrens,suspect_tags,tags,is_novel,note
2,독학이라는 세계,notion,FALSE,FALSE,,#AI시대 #학습의의미 #자기성찰 #지적탐구,,
3,러시아가 승리한다면,notion,FALSE,FALSE,,#러시아 #미국전략 #동서전쟁 #국제정세 #힘의균형,,
4,러시아 제국 연구,notion,FALSE,FALSE,,#러시아제국 #제국주의시대 #역사연구 #동유럽역사 #러시아사회,,
5,슬픈 살인,notion,FALSE,FALSE,,#조현병 #정신질환 #정신건강 #사회적고립 #예일대,,
8,호모 카르보,notion,FALSE,FALSE,,#탄소발자국 #호모카르보 #기후변화 #환경문제 #지속가능한사회,,
10,로봇의 미래,notion,FALSE,FALSE,,#인공지능 #로봇윤리 #기술과사회 #미래사회 #AI의미래,,
11,숲으로 출근합니다,notion,FALSE,FALSE,,#숲과도시 #기술과생태 #자연과의교감 #환경과학 #도시인의여유,,
13,아버지 없는 세상의 아들들,notion,FALSE,FALSE,,#아버지의부재 #성애철학 #내면의여성 #존재론적불안 #현대인의고독,,
14,빛의 광장의 기록,notion,FALSE,FALSE,,#촛불집회 #광장의기록 #민주주의 #시민운동 #역사적기록,,
15,슬픈 호랑이,notion,FALSE,FALSE,,#아동성폭력 #글쓰기의치유 #호랑이의슬픔 #피해자성찰 #정신적고통,,
16,만국의 악당,notion,FALSE,FALSE,,#해적의역사 #국가와해방 #대안적사회 #탈권력 #역사적반항,,
17,아포칼립스,notion,FALSE,FALSE,,#흑사병 #신분제 #역사적종말 #대유행 #인류의위기,,
18,아이들이 쉬는 숨,notion,FALSE,FALSE,,#기후위기 #아이들의건강 #환경문제 #과학과미래 #호흡기질환,,
19,수상할 만큼 완벽한 결혼식,notion,FALSE,FALSE,,#결혼의사회 #K웨딩 #정상성 #예비부부 #규격화된결혼,,
20,늙지 않는 몸,notion,FALSE,FALSE,,#노화방지 #생명과학 #건강기술 #체내기전 #수명연구,,
21,교육은 유전을 이길 수 있는가,notion,FALSE,FALSE,,#유전의시대 #교육과사회 #생물학적다양성 #뇌과학과교육 #진화론적고찰,,
22,욕망의 음식,notion,FALSE,FALSE,,#중세기독교 #욕망의식각 #음식의역사 #침고이는이야기 #식습치의미,,
23,오버씽킹,notion,FALSE,FALSE,,#오버씽킹 #인지왜곡 #비판적사고 #심리적안전 #자기조절,,
24,엄마가 된 걸 후회한다고 말했다,notion,FALSE,FALSE,,#엄마의후회 #출산후조현상 #여성의삶 #가족관계 #양육의고민,,
25,돈 주운 자의 최후,notion,FALSE,FALSE,,#돈의가치 #탐욕과도덕 #잃어버린소중함 #인간의본성 #나눔과공감,,
26,다정함의 배신,notion,FALSE,FALSE,,#다정함의배신 #착취전략 #인간관계 #사회심리학 #도덕의심리,,
27,매일 아침 나는 텃밭에 간다,notion,FALSE,FALSE,,#텃밭과일상 #농촌생활 #자연과의연결 #정체성탐구 #일상의의미,,
28,F1 더 포뮬러,notion,FALSE,FALSE,,#F1레이싱 #자동차스포츠 #경쟁전략 #기술과예술 #스포츠심리학,,
29,결혼 옵션 세대,notion,FALSE,FALSE,,#청년세대 #여성과결혼 #결혼의변화 #저출생문제 #구조적문제,,
30,과학하는 인간의 태도,notion,FALSE,FALSE,,#과학자들의태도 #자연과학의기원 #과학적사고방식 #인간과과학 #과학적탐구,,
32,"여자, 기록을 가로채다",notion,FALSE,FALSE,,#한국사속여성 #기록의역학 #여성의삶의기록 #기생과여성 #역사속주체적여성 #역사기록,,
33,나라는 사람,notion,FALSE,FALSE,,#국가와인간 #국가와정체성 #사회적고립 #개인의삶 #정체성위기,,
34,남성 판타지,notion,FALSE,FALSE,,#남성판타지 #파시즘 #심리적기원 #역사적근원 #정치적심리,,
35,전범선의 한국사 테라피,notion,FALSE,FALSE,,#한국사 #전쟁과정치 #역사의치유 #증오와갈등 #역사의메마림,,
37,약속의 세대,notion,FALSE,FALSE,,#세대정치 #믿음의문제 #어른의예술 #회복탄력성 #자아성찰,,
38,"4·3, 아카이브로 본 역사",notion,FALSE,FALSE,,#4·3사건 #역사적기록 #아카이브의역사 #민중투쟁 #역사학연구,,
39,"4·3, 기억의 폭풍 속으로",notion,FALSE,FALSE,,#4·3사건 #역사적기억 #민중항쟁 #전라남도 #기억과정치,,
40,이향인,notion,FALSE,FALSE,,#현대인의불안 #상실이후의삶 #뇌와행동 #본성과자유의지 #경계에선사람들,,
41,고규홍의 나무,notion,FALSE,FALSE,,#생태시스템 #자연과공존 #역사속일상 #환경과미래 #나무,,
42,이토록 멋진 한화이글스,notion,FALSE,FALSE,,#한화이글스 #스포츠팬덤 #팬심과정신 #야구의사회학 #꼴찌팀의힘,,
43,국가는 무엇으로 싸우는가,notion,FALSE,FALSE,,#미국외교 #전쟁전략 #국가안보 #미중갈등 #국제질서,,
44,자유와 평등,notion,FALSE,FALSE,,#자유와평등 #불평등의이유 #사회정책 #철학적사고 #경제적격차,,
45,대등생극론,notion,FALSE,FALSE,,#대등생극 #철학사상 #인정의문제 #균형과조화,,
47,인류학자처럼 생각하는 법,notion,FALSE,FALSE,,#인류학적사고 #문명과야만 #전쟁이론 #동서양비교 #문화적갈등,,
49,연민에 관하여,notion,FALSE,FALSE,,#연민의가치 #인간의마음 #법과윤리 #판사의책임 #공감의미,,
50,우리의 삶은 제조된다,notion,FALSE,FALSE,,#제조된삶 #공급망의역설 #위기관리 #대체망 #사회시스템,,
51,우리가 마지막 순간을 함께할 수 있을까,notion,FALSE,FALSE,,#사랑과관계 #성소수자 #퀴어 #돌봄과애도 #관계의다양성 #사회적안전망 #에세이,,
52,무조건 항복 미술관,notion,FALSE,FALSE,,#망명자 #미술관 #시간의흐름 #인간의운명 #반체제사회,,
53,갈림길의 일본,notion,FALSE,FALSE,,#다카이치현상 #재일인 #정체성 #사회변화,,
54,마리아 지뷜라 메리안,notion,FALSE,FALSE,,#생태시스템 #자연과공존 #환경과미래 #뇌와행동 #마리아지뷜라메리안,,
56,엄마와 딸들의 미친년의 역사,notion,FALSE,FALSE,,#가족사 #미치심 #여성의삶 #인간관계,,
57,그건 가스라이팅이 아니다,notion,FALSE,FALSE,,#가스라이팅 #심리적조작 #관계의문제 #인간관계 #정신건강,,
58,인생여전,notion,FALSE,FALSE,,#노동의문제 #생계와삶 #빈부격차 #사회적불평등 #일과정체,,
59,청바지,notion,FALSE,FALSE,,#청바지 #산업과문화 #젠더정치 #노동의상징 #모순과저항,,
60,모든 새를 보았다고 믿은 남자,notion,FALSE,FALSE,,#조류학 #자연탐구 #탐험가 #과학사 #생태계,,
61,극우의 시대,notion,FALSE,FALSE,,#극우정치 #미국정치 #보수주의 #정치적극화 #공화당,,
62,살면서 한번은 벽돌책,notion,FALSE,FALSE,,#벽돌책 #독서경험 #학습방법,,
64,서양국제정치사상,notion,FALSE,FALSE,,#서양국제정치사상 #정치철학 #제국주의 #자유주의 #국제관계,,
66,요즘 메인세대,notion,FALSE,FALSE,,#MZ세대 #세대갈등 #사회변화 #세대정체성 #세대와경제,,
67,한 사람에게,notion,FALSE,FALSE,,#한사람에게 #존재의의미 #멸종위기 #애도사 #인간의고독,,
68,마음의 주인은 언제나 나야,notion,FALSE,FALSE,,#마음의주인 #자아존중감 #감정인식 #성장과정 #자기탐구,,
69,게이트우드 할머니의 발자국,notion,FALSE,FALSE,,#애팔래치아트레일 #할머니의산책 #삶의여정 #노년의도전 #자연과의교감,,
70,삶에게 웃으며 말 거는 법,notion,FALSE,FALSE,,#삶의의미 #긍정심리 #유머와행복 #마음가짐의중요성 #철학적성찰,,
71,환상 공화국의 카퍼레이드,notion,FALSE,FALSE,,#카퍼레이드 #공화국 #열망과과시 #역사적행위 #사회문화비판 #문화비평,,
73,"뉘른베르크, 나치와 정신과 의사",notion,FALSE,FALSE,,#나치즘 #정신과역사 #뉘른베르크재판 #악의학습 #파시즘의진화,,
74,랜드 파워,notion,FALSE,FALSE,,#땅의불평등 #토지개혁 #자본주의와땅 #권력과토지 #계몽주의,,
75,기독교 - 이슬람 전쟁사,notion,FALSE,FALSE,,#기독교역사 #이슬람전쟁사 #종교전쟁 #서구사관 #종교전쟁사본류,,
77,"로봇, 그리고 로봇을 사랑하는 사람들",notion,FALSE,FALSE,,#로봇과인간 #인간과AI #로봇과인간의관계 #소셜로봇 #미래사회,,
78,밥 짓는 여자들,notion,FALSE,FALSE,,#급식노동자 #차별과사회 #여성의노동 #식량문제 #사회불평등,,
79,메일맨,notion,FALSE,FALSE,,#우편배달 #산골생활 #육체노동 #새로운삶 #행복의탐구,,
80,"이도영, 한국 근대미술의 설계자",notion,FALSE,FALSE,,#한국근대미술 #이도영 #미술사 #설계자,,
81,네가 찾아올 때까지,notion,FALSE,FALSE,,#네온사인 #어린이의마음 #상실과애착 #성장과탐색 #감성적교감,,
82,젠더의 경계를 넘는 아이들,notion,FALSE,FALSE,,#젠더의경계 #아이들의발달 #성별불규칙 #다양한성정체 #젠더정의,,
83,칭기스 칸에서 티무르까지,notion,FALSE,FALSE,,#몽골제국 #티무르왕조 #이슬람세계 #중세시대 #황금유령,,
84,언제나 개나리,notion,FALSE,FALSE,,#개나리 #자연과공존 #생태시스템 #봄의상징 #어린이그림,,
86,괴테의 인생 강의,notion,FALSE,FALSE,,#인생의철학 #번아웃 #자기성찰 #로마와인생,,
87,로저 프라이,notion,FALSE,FALSE,,#로저프라이 #세잔마티스 #현대미술이론 #미술비평 #예술가의시선,,
89,언어는 어떻게 인간을 바꾸는가,notion,FALSE,FALSE,,#언어와인간관계 #언어와심리 #문화심리학 #의사소통과윤리 #언어의사회영향,,
91,자연은 성을 둘로 나누지 않는다,notion,FALSE,FALSE,,#생물학적다양성 #정상성과폭력 #젠더와이론 #자아성찰과회복 #비판적사유,,
92,발해 로드,notion,FALSE,FALSE,,#고구려역사 #대륙교류 #해양제국 #발해역사 #한국고대역사,,
93,박정희 이데올로기,notion,FALSE,FALSE,,#박정희 #이데올로기 #한국역사 #정치이념,,
94,영화의 언어,notion,FALSE,FALSE,,#영화의언어 #미학적분석 #감각의디체 #영화제작기술 #영화와예술,,
95,전쟁 충동,notion,FALSE,FALSE,,#전쟁심리 #인간본성과폭력 #유전적충동 #대량학살의기원 #전쟁의사회학적원인,,
96,노바디스 걸,notion,FALSE,FALSE,,#엡스타인스캔들 #피해자경험 #성폭력과사회 #권력남용 #정신적외상,,
97,"조각나고 찢긴,",notion,FALSE,FALSE,,#가부장제 #메두사 #뱀파이어 #여성해방,Y,
98,왜 극우는 기후위기를 부정하는가,notion,FALSE,FALSE,,#극우주의 #기후위기 #정치적편향 #성장경제 #환경정책,,
99,바로크의 로마,notion,FALSE,FALSE,,#바로크예술 #로마역사 #가톨릭교회 #예술과종교 #17세기미술 #문화와예술,,
101,만약 세상에서 까마귀가 사라진다면,notion,FALSE,FALSE,,#까마귀 #생태계 #생태계파괴 #환경문제 #생명존중,,
102,건강 구독 사회,notion,FALSE,FALSE,,#건강구독사회 #항산화·디톡스 #영양제섭취 #건강관리루틴 #기술과건강,,
103,좋은 삶을 위해 죽음을 묻다,notion,FALSE,FALSE,,#죽음과삶 #철학적사고 #삶의의미 #죽음에대한관념 #인생의방향,,
104,삶의 끝에서 만난 수업,notion,FALSE,FALSE,,#삶의의미 #죽음과철학 #실존적고민 #해체주의사상 #변증법적성찰,,
106,전업자녀,notion,FALSE,FALSE,,#전업자녀 #가족경제 #세대갈등 #사회경제적불평등 #미래의삶,,
108,"소유하기, 소유되기",notion,FALSE,FALSE,,#소유와노예 #현대사회와소유 #율라비스작품 #김명남옮김 #물물교환의미,,
109,패티(Patti),notion,FALSE,FALSE,,#개인주의 #미국사회 #여성예술가 #자기성찰 #예술과삶,,
110,언어의 본질,notion,FALSE,FALSE,,#언어의본질 #언어철학 #의식과언어 #의미와표상 #언어의사회적기능,,
112,한용운·신채호,notion,FALSE,FALSE,,#한용운·신채호 #위기사상 #전지구적위기 #역사적사상,,
113,나는 이완용의 글씨가 궁금했다,notion,FALSE,FALSE,,#이완용 #한글서예 #일본과의교류 #역사적인글씨 #민족정체성,,
115,월급 받으려다 죽다,notion,FALSE,FALSE,,#월급쟁이의고통 #일터의문제 #심리적고립 #노동과정신 #기업문화비판,,
116,맹세를 깬 자들,notion,FALSE,FALSE,,#중세역사 #배반의역사 #유럽의기원 #경계의역사 #역사의재해석,,
117,식물성 도시 피토폴리스,notion,FALSE,FALSE,,#식물성도시 #피토폴리스 #생태건축 #미래도시 #환경기술,,
118,쇳돌,notion,FALSE,FALSE,,#광산노동자 #잊힌삶 #노동과사회 #산업과인간 #생명의정당,,
119,미국은 왜 전쟁을 멈추지 못하는가,notion,FALSE,FALSE,,#미국외교 #군산복합체 #방산로비 #국제안보 #9·11테러 #국제질서 #세계패권,,
120,서방의 패배,notion,FALSE,FALSE,,#서구사회 #패배의이유 #정치적경제사 #도구적분석 #지능과전쟁,,
122,"AI 제국: 권력, 자본, 노동",notion,FALSE,FALSE,,#AI제국 #AI비판 #권력과자본 #빅테크의횡포 #기술패권,,
124,공원의 탄생,notion,FALSE,FALSE,,#센트럴파크 #도시계획 #자연과도시,,
125,포식자들의 시간,notion,FALSE,FALSE,,#AI시대 #AI권력 #정치적포식자 #기술패권과정치 #빅테크비판 #극우정치,,
126,고조리서에서 찾은 주안상,notion,FALSE,FALSE,,#고조리서 #주안상 #정월보름음식 #한국의음식문화 #역사속식생활,,
127,중요한 몸,notion,FALSE,FALSE,,#몸의철학 #생물학적존재 #정체성탐구 #신체경험,,
128,야만 시대의 귀환,notion,FALSE,FALSE,,#야만시대 #미국패권 #정치적퇴행 #사회불안 #국제질서,,
129,끔찍한 샐러드,notion,FALSE,FALSE,,#유머와반전 #대중문화의변주 #일상의재발견 #상상력 #식문화와삶,,
130,제국의 오케스트라,notion,FALSE,FALSE,,#제국주의 #음악과정치 #역사적필하모닉 #권력의공생 #문화유산과갈등,,
132,너무 희미한 존재들,notion,FALSE,FALSE,,#성장강요 #은둔청년 #정치적상황 #사회적고립 #세대갈등 #사회적안전망,,
133,어번던스,notion,FALSE,FALSE,,#경쟁과불평등 #미국사회의쇠퇴 #생태계재건 #토착적지식 #대안적삶,,
134,고서의 은밀한 매력,notion,FALSE,FALSE,,#고서의매력 #역사적가치 #고서의보존 #책과문화 #문헌연구,,
135,공중의 복화술,notion,FALSE,FALSE,,#시의언어 #김혜순작가 #시학의탐구 #작가의윤리 #죽음의시인,,
136,조선의 대학로,notion,FALSE,FALSE,,#조선시대교육 #성균관유생 #시험제도 #학문사회,,
137,내 작은 숲속 오두막으로,notion,FALSE,FALSE,,#오두막 #은둔생활 #자기성찰 #삶의방향 #고요한삶,,
138,제발 넘기지 마!,notion,FALSE,FALSE,,#미안함의상처 #자존감 #청소년 #관계의힘,,
139,미국주식 슈퍼 2등 전쟁,notion,FALSE,FALSE,,#미국주식시장 #주식투자전략 #엔비디아 #2등기업 #주식슈퍼전쟁,,
141,눈에 보이지 않는 전쟁과 돈의 역사,notion,FALSE,FALSE,,#전쟁과돈 #돈의흐름 #폭력과전쟁 #전쟁의역사 #돈의역사 #국제정세,,
142,상실,notion,FALSE,FALSE,,#상실의식 #인간의고독 #현대인의불안 #일상의상처 #기억과상실,Y,
143,언보틀드,notion,FALSE,FALSE,,#수돗물불신 #생수산업 #물파산 #부의불평등 #소비자의윤리,,
148,미국의 우생학,notion,FALSE,FALSE,,#우생학 #미국사회 #이민정책 #복지정책 #과학과정치,,
149,겸재 정선,notion,FALSE,FALSE,,#겸재정선 #한국화 #미술사비평 #고전미술,,
150,목수의 연장,notion,FALSE,FALSE,,#현장과삶 #기술과학 #30년,,
151,쾌적한 사회의 불쾌함,notion,FALSE,FALSE,,#쾌적한사회 #불쾌한경험 #병든사회 #사회불평등 #건강과사회,,
154,불필요한 여자,notion,FALSE,FALSE,,"#여성의일생, #전쟁과일상, #중동배경",Y,
155,콘서트홀×오케스트라,notion,FALSE,FALSE,,#콘서트홀 #오케스트라 #음악의미학 #악기와연주 #음악가의삶,,
156,일곱 괴물이 사는 마음,notion,FALSE,FALSE,,#뇌와행동 #분노와죄 #심리적고통 #생물학적원인 #감정의학,,
158,브레이크넥,notion,FALSE,FALSE,,#미국사회 #중국경제 #시스템충돌 #변호사의나라 #엔지니어의나라 #미중갈등 #국제질서,,
159,트레이딩 게임,notion,FALSE,FALSE,,#금융시장 #트레이딩 #부의모순 #머니게임 #투자전략,,
160,필연적 혼자의 시대,notion,FALSE,FALSE,,#1인가구 #신자유주의시스템 #사회적고립감 #사회적안전망 #공간과삶,,
161,떠난 것은 돌아오지 않는다,notion,FALSE,FALSE,,#기억과상실 #삶의의미 #작별과작별 #현대인의고독 #정신적여정,Y,
162,뇌는 어떻게 변화를 거부하는가,notion,FALSE,FALSE,,#뇌과학 #인지행동 #변화저항 #심리적장벽 #자기조절,,
163,얼굴 만들기,notion,FALSE,FALSE,,#성형기술의역사 #성형수술 #몸과사회 #얼굴되찾기 #성형의역사,,
165,우주농업,notion,FALSE,FALSE,,#우주농업 #화성농업 #생명공학 #미래식량 #극한환경,,
166,트위터 X,notion,FALSE,FALSE,,#소셜미디어의문제 #트위터의변화 #표현의자유와책임 #디지털시대의윤리 #플랫폼과정치,,
167,수상한 단어들의 지도 : 꼬리에 꼬리를 무는 어원의 지적 여정,nlk,FALSE,FALSE,,#언어의기원 #어원론 #단어의역사 #문화와언어 #신화와상징,,
168,"2024 AI 트렌드 : 한발 더 빠르게, 누구보다 깊이 있게 AI로 송두리째 바뀔 세상을 포착하다",nlk,FALSE,FALSE,,#인공지능 #미래기술 #산업혁신 #AI트렌드 #디지털전환,,
169,불타는 작품 : 윤고은 장편소설,nlk,FALSE,FALSE,,#작품의가치 #예술과기획 #개와예술 #사진작가 #기발한상황,Y,
170,시대예보,nlk,FALSE,FALSE,,#핵개인 #데이터사회 #인공지능 #생애주기 #변화의시대,,
171,88번 버스의 기적,nlk,FALSE,FALSE,,#첫사랑의흔적 #기억과시간 #일상의기적 #세대차이의만남 #인간관계의온전함,Y,
172,(일하는 당신을 위한) 최고의 수면법 : 아침이 두렵지 않은 직장인의 꿀잠 루틴,nlk,FALSE,FALSE,,#현대인의불안 #상실이후의삶 #빈곤과불평등 #뇌와행동 #기술패권과정치,,
173,세상은 이야기로 만들어졌다 : 신화·거짓말·유토피아,nlk,FALSE,FALSE,,#유토피아 #신화와전설 #미디어의영향 #이야기의사회,,
174,출근하는 책들 : 읽는 삶은 일하는 삶을 어떻게 구하나,nlk,FALSE,FALSE,,#일과삶의정체성 #업무의의미 #관성과체념 #자기주도적학습 #공동체와읽기,,
177,무질서와 질서 사이에서 : 한 복잡계 물리학자의 이야기,nlk,FALSE,FALSE,,#복잡계물리학 #물리학의기원 #과학자의경로 #노벨상 #일상의과학,,
179,혼자가 좋지만 고독사는 걱정입니다 : 누구에게도 의존하지 않고 존엄하게 떠나는 법,nlk,FALSE,FALSE,,#고독사 #1인가구 #존엄한죽음 #사회적고립 #건강관리 #자기결정 #개인적대비책,,
181,"80억 인류, 가보지 않은 미래 : 한중일 고령화, 서구의 극단주의, 신흥국의 인구폭발까지 세계정세의 대전환을 꿰뚫는 인구통계학의 통찰",nlk,FALSE,FALSE,,#인구통계학 #고령화사회 #세계정세 #인구변동 #대전환기,,
183,"이토록 우아한 제로 웨이스트 여행 : 1년 반, 12,500km 유라시아 자전거 유람기",nlk,FALSE,FALSE,,#제로웨이스트여행 #유라시아대륙여행 #자전거여행 #지속가능한여행 #우아한여행,,
185,인류의 여정 : 부와 불평등의 기원 그리고 우리의 미래,nlk,FALSE,FALSE,,#인류진화 #경제혁명 #부와불평등 #뇌과학과진화 #인류의여정,,
187,프랑스의 음식문화사 : 프랑스 음식은 어떻게 세계 최고가 되었나,nlk,FALSE,FALSE,,#프랑스음식문화 #미식의역사 #유네스코인류문화유산 #고대갈리아시대 #요리발전에미친영향 #음식의역사,,
190,경성 맛집 산책,nlk,FALSE,FALSE,,#경성시대 #음식문화 #식민지시대 #맛집탐방 #역사속일상,,
191,미국이 만든 가난 : 가장 부유한 국가에 존재하는 빈곤의 진실,nlk,FALSE,FALSE,,#미국빈곤 #자본주의비판 #경제불평등 #사회문제 #아메리칸드림,,
192,"다크투어, 내 여행의 이름 : 타인의 고통이, 떠나는 이유가 될 수도 있다",nlk,FALSE,FALSE,,#제노사이드 #다크투어리즘 #역사적비극 #고통의기억 #여행의의미,,
193,우리나라 탐조지 100,nlk,FALSE,FALSE,,#조류관찰 #탐조지 #생태계보전 #한국의새 #환경탐사,,
194,"뉴럴 링크 : 21세기를 이끄는 거대한 연결, 뇌-컴퓨터 인터페이스",nlk,FALSE,FALSE,,#뇌와행동 #기술패권과정치 #자연과학 #미래기술 #BCI기술,,
195,각본 없음 : 삶의 다음 페이지로 넘어가기 위해 쓴 것들,nlk,FALSE,FALSE,,#상실과회복 #삶의의미 #기억과정체성 #일상의고통 #다시쓰기,,
196,"유튜브 백과 : 세계의 연결자, 최고의 미디어가 된 빅테크 플랫폼",nlk,FALSE,FALSE,,#유튜브플랫폼 #미디어생태계 #빅테크기업 #콘텐츠전략 #디지털문화,,
197,물질의 세계 : 6가지 물질이 그려내는 인류 문명의 대서사시,nlk,FALSE,FALSE,,#물질과문화 #기술과물질 #역사속물질 #환경과물질 #문명과물질,,
198,출근길 심리학 : 단단하고 유연한 멘탈을 위한 33가지 마음의 법칙,nlk,FALSE,FALSE,,#현대인의불안 #뇌와행동 #상실이후의삶 #심리적회복 #스트레스관리,,
